text
"""I like childish gambino's new stuff but I think I like his old stuff more :/"""
"""RT @radronline: The first song on my list is by Childish Gambino and it's called Me and my Mama."""
'RT @2broke2berich: Je sais pas si vous vous rendez compte mais Childish Gambino va sortir un album ! Ya d\xc3\xa9j\xc3\xa0 2 sons sur YT \xf0\x9f\x98\x82'
'Donald Glover is a better Drake.'
'PSA: Childish Gambino is an incredible artist.'
'Woah wait this Redbone by Childish Gambino \xf0\x9f\x91\x82\xf0\x9f\x8f\xbd\xf0\x9f\x92\x95'
"""awaken, my love will be a classic and that's a fact"""
"""RT @YounginSoGifted: I'm here for it https://t.co/Kz0QbMkiNu"""
'RT @Topshelfrap: 15 days until Childish Gambino drops his new album \xf0\x9f\x98\x81 https://t.co/MTgob8gtGF'
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
"""The new Gambino is going to be really good but it's gonna get a lot of hate #onhere cause artist growth is looks down upon."""
'RT @Trilladelphian: I want to crush up the new Gambino song and inject it directly into my veins'
'hell no https://t.co/evolPvlRnj'
'RT @imnotsavana: new gambino is always good thing'
"'RT @thefader: In a new profile, Donald Glover talks Pharos, Atlanta, and channeling \xe2\x80\x9970s funk on Awaken, My Love!\xe2\x80\xa6 '"
'RT @Djmix33: Beautiful. https://t.co/CkiLQmB1d0'
'RT @mdorsey92: Jabari slick look like Childish Gambino right here https://t.co/fbM97vrzIy'
'RT @RappersSaid: 16 days until Childish Gambino releases his new album https://t.co/PMBA7JM90S'
'Twenty One Pilots x Childish Gambino - Heartbeat https://t.co/rUEtD285m4'
'RT @maxcdesign: CHILDISH GAMBINO JUST DROPPED ANOTHER SONG CALLED REDBONE AND ITS GENUINELY MY FAVOURITE SONG TO EXIST AS OF NOW https://t.\xe2\x80\xa6'
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
"'RT @creamypayno: New Childish Gambino is such a blessing, wow.'"
'Donald Glover \xf0\x9f\x98\xbb'
'Childish Gambino is a gem \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe https://t.co/oExgxQtxj6'
"""The new Gambino is going to be really good but it's gonna get a lot of hate #onhere cause artist growth is looked down upon."""
'#NowPlaying Redbone by Childish Gambino\n@LOLitsShanti \xe2\x99\xab https://t.co/SQHL0whr0j'
"""Where's the bars on all these childish gambino tracks?"""
"""\xf0\x9f\x98\xa9 shit can't even be answered they all so damn good. https://t.co/TpX1ff1YY8"""
'@the_only_danyal https://t.co/rdERvXMnlC'
'RT @alex_mowry: this resurfacing Donald Glover phase could not have come at a better time'
"""RT @ohhcami_: Y'all really sleep on Gambino https://t.co/hh6HDOyCc4"""
"""When it's Friday and you have that new @donaldglover on loop. \n#Gambino #Redbone #Meandyourmama #vibes"""
'RT @LilGlolita: Childish Gambino - Redbone (Official Audio) https://t.co/I7cfK6Or5Y'
'RT @PublikServise: PSA: Childish Gambino is an incredible artist.'
"""Listen to Childish Gambino's New Song \xe2\x80\x9cRedbone\xe2\x80\x9d"""
"'RT @ElijahCristoff: Who tryna get fucked to \nAwaken, My Love'"
'RT @WORIDSTARHIPH0P: 15 days until Childish Gambino releases his new album https://t.co/D9gt4Tnk2N'
'childish gambino - me and your mama &gt;&gt;&gt;&gt;&gt;&gt;'
"""RT @DiosaFlower: I feel like artist like Joey badass , childish gambino , frank ocean and kid cudi are artist you can't just start listenin\xe2\x80\xa6"""
"""RT @DiosaFlower: if you dont like rock music , soul or alternative music or music in poetry form . Gambino , frank and cudi probably aren't\xe2\x80\xa6"""
"""RT @XXL: Childish Gambino talks about the '70s influences on his new album https://t.co/pbzzo7p3Cv https://t.co/AQetYNYhma"""
'Pourquoi moi jsais rien faire et Gambino il   est acteur/chanteur/producteur/acteur/humoriste ? \xf0\x9f\x98\x92'
"'@Jesse_Jay9 just like j cole, Gambino, Kendrick... Etc. etc.'"
'Redbone by Childish Gambino  https://t.co/21y2UJC3P2'
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
'Bino is about to change my life with awaken my love'
"'RT @caniaccooper47: ""OK ITS CHILDISH GAMBINO HOMEGIRL DROP IT LIKE ITS NASDAQ MOVE WHITE GIRLS LIKE THERES COKE UP MY ASS CRACK"" https://t.\xe2\x80\xa6'"
'I love childish gamBINO SO MUCH  IM S H O O K'
"'RT @HeyHoeItsJoe: New Bruno, Gambino and the Weeknd all released within a couple days I love my life rn'"
'meus \xc3\xa1lbuns favoritos de 2016\nkevin abstract - american boyfriend\nfrank ocean - blonde\nbruno mars - 24k\nchildish gambino - awaken my love'
'RT @iDailyRapFacts: 15 days until Childish Gambino releases his new album https://t.co/lTud5Zj6YD'
"""Childish Gambino doesn't miss when making hits."""
'RT @maxcdesign: CHILDISH GAMBINO JUST DROPPED ANOTHER SONG CALLED REDBONE AND ITS GENUINELY MY FAVOURITE SONG TO EXIST AS OF NOW https://t.\xe2\x80\xa6'
"""This thread is valid. That's why whenever I discover someone new / an artist I gain interest in, I take time listen\xe2\x80\xa6 https://t.co/gDFAyhnaN5"""
"""RT @KypreeDaGawd: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/FP8v\xe2\x80\xa6"""
'RT @pthhmusic: Childish Gambino \xe2\x80\x93 Redbone\nListen: https://t.co/infwnzWS7c https://t.co/lPc7R3J2F6'
'do childish gambino n\xc3\xa3o saiu ainda mas ITS FUCKIN childish gambino'
'RT @That_Boi_Jimmie: Definitely like the direction Gambino is headed so far after the last 2 releases'
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
'RT @HotFreestyle: New Music: Childish Gambino - Redbone https://t.co/jNBFm3Auy4 https://t.co/0ygTsWnzjd'
"""Truth be told I'm v hype for the new Gambino album."""
"""RT @micahdjohn: gambino's album is higher priority than the weeknd's and these are facts"""
'Redbone - Childish Gambino \xf0\x9f\x91\x8c'
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nStream the first single ""Me and Your Mama"" now\nhttps://t.co/NvPWrXVkWI'"
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nPre-order Now and get ""Me and Your Mama"" instantly\nhttps://t.co/4zZZ6i0hvn'"
'RT @GambinoChance: Childish Gambino | Into You(Remix) https://t.co/fdyy2vSs0S'
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nStream the first single ""Me and Your Mama"" now\nhttps://t.co/NvPWrXVkWI'"
"'That new Childish Gambino ""Redbone"" has got such a Prince vibe to it'"
'RT @imnotsavana: new gambino is always good thing'
'New Childish Gambino is something else. Funkkkkky'
"""RT @BestOfWorldstar: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/z\xe2\x80\xa6"""
"""RT @BestOfWorldstar: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/z\xe2\x80\xa6"""
"""RT @DiosaFlower: I feel like artist like Joey badass , childish gambino , frank ocean and kid cudi are artist you can't just start listenin\xe2\x80\xa6"""
'Gambino putting out new music... I see you'
"'RT @NME: Childish Gambino shares new song, \xe2\x80\x98Redbone\xe2\x80\x99 https://t.co/qdvALSdN1p https://t.co/lh3wjlNsQe'"
'RT @maxcdesign: CHILDISH GAMBINO JUST DROPPED ANOTHER SONG CALLED REDBONE AND ITS GENUINELY MY FAVOURITE SONG TO EXIST AS OF NOW https://t.\xe2\x80\xa6'
"'RT @ComplexMusic: \xf0\x9f\x9a\xa8NEW GAMBINO\xf0\x9f\x9a\xa8\n\nListen to his groovy new song ""Redbone."" https://t.co/lrhPpfhMd3 https://t.co/w4PWQnaNKX'"
"""RT @ryanfuego: awaken, my love will be a classic and that's a fact"""
'I liked a @YouTube video https://t.co/cclMRfaBQW Childish Gambino - Redbone (Official Audio)'
"""RT @XXL: Childish Gambino talks about the '70s influences on his new album https://t.co/pbzzo7p3Cv https://t.co/AQetYNYhma"""
'How could u not like childish gambino?\xc2\xbf'
"""RT @mobpsycho101: Those 2 new Gambino tracks make me feel like I'm bussin a cosmic nut"""
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
"""RT @radronline: The first song on my list is by Childish Gambino and it's called Me and my Mama."""
'RT @MayaAMonroe: Childish gambino'
'RT @XvrOmar: I Feel It Coming - The Weeknd\nRedbone - Childish Gambino\nVersace On The Floor - Bruno Mars \n\nThe nostalgic era is yes.'
'RT @maxcdesign: we are only 14 days away from Childish Gambino releasing his new album. I have never been this excited in my life.'
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nPre-order Now and get ""Me and Your Mama"" instantly\nhttps://t.co/4zZZ6i0hvn'"
'IM LIVING FOR THIS NEW GAMBINO VIBE IM SO HYPE FOR HIS NEW ALBUM OH GOD'
'@DanNerdCubed Nerd likes Gambino? wow.'
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
'\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\xa9 finally https://t.co/XsqOo3ICx0'
'Childish Gambino - Redbone (Official Audio) https://t.co/juWbHbhloN via @YouTube'
'RT @R3troSp3ctro: Bruh Donald Glover had the best #MannequinChallenge no questions \xf0\x9f\x92\x80\xf0\x9f\x98\x82 https://t.co/9vDmRL8k1H'
'RT @brainmagazine: Morceau du jour : Childish Gambino - Redbone\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/5VQ6es9ppo https://t.co/6IMfMm37rv'
"'2 kinda Daft Punkish songs and two Gambino songs, going into December loud! https://t.co/PKzWXXQvtb'"
'RT @HotFreestyle: 15 days until Childish Gambino releases his new album https://t.co/CvpttVPjLM'
"""RT @theezachstearns: If the rest of Childish Gambino's album is as good as these 2 singles, I don't know what I'm gonna do with my life."""
"""RT @RappersPosts: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? \xf0\x9f\x94\xa5 https://t.co/9K\xe2\x80\xa6"""
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
"""Gambino's new songs are just plain trash :/"""
"""I'm too excited for gambino's new album"""
'THIS SONG MAKES MY SOUL SMILE\n\nChildish Gambino - Redbone \n\nhttps://t.co/nvUI23l8hc'
"""He's my hero https://t.co/dT3HnyxgW8"""
"'""awaken, my love"" is already so good omg'"
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nPre-order Now and get ""Me and Your Mama"" instantly\nhttps://t.co/4zZZ6i0hvn'"
"""RT @MichelleHux: .@DonaldGlover is releasing a new album. Here's why you definitely want to hear it. https://t.co/RdOQFmpgUe"""
'Childish gambino \xf0\x9f\x98\x85'
"""RT @JAMESYNYC: Most hip hop listeners are going to hate the shit out of Childish Gambino's new album and I'm here to argue with them."""
"""Childish Gambino's new songs are so good!!!!!"""
"""2017 is gonna be Childish Gambino's year"""
'RT @TACOSONTHELOW: GAMBINO LOWKEY GOT POSSESSED BY PRINCE \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
'Childish gambino \xf0\x9f\x98\x85'
'Awaken My Love or toilet being cleaned? https://t.co/yI2mFZYZl7 https://t.co/JX4P8L3fgb'
'Gambino was trying to tell us back in September... https://t.co/BhZz8Stzq6'
"""RT @MayorMarlin: I'm so excited for Childish Gambino's new album"""
"""RT @BlackPplComedy: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/ao\xe2\x80\xa6"""
'Redbone-Childish Gambino'
'RT @ImJussJavi: Childish Gambino new album about to be so smooth \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd'
'this tweet is enough lol. https://t.co/Kynkl6gZFO'
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nStream the first single ""Me and Your Mama"" now\nhttps://t.co/NvPWrXVkWI'"
"""RT @pablopicasshoe: Childish Gambino c'est un g\xc3\xa9nie mais peu de gens le savent."""
'never really been a fan of Childish Gambino but his new stuff sounds sick'
'Just two more school days until Thanksgiving break! \n\nChildish Gambino - Me and Your Mama\nElla Vos - White Noise\nCloud Nothings - Modern Act'
"'2016 is ending on an insanely musical high with 24k Magic, Starboy, and Awaken My Love all coming out right now. #cantdeal'"
"""i can already tell that childish gambino's new album is going to be grooooovy"""
'RT @R3troSp3ctro: Bruh Donald Glover had the best #MannequinChallenge no questions \xf0\x9f\x92\x80\xf0\x9f\x98\x82 https://t.co/9vDmRL8k1H'
'RT @donaldgloversub: Awaken My Love or toilet being cleaned? https://t.co/yI2mFZYZl7 https://t.co/JX4P8L3fgb'
"""RT @DiosaFlower: I feel like artist like Joey badass , childish gambino , frank ocean and kid cudi are artist you can't just start listenin\xe2\x80\xa6"""
'nope https://t.co/bauChkiQPO'
'\xe6\x96\xb0\xe3\x81\x97\xe3\x81\x84Childish Gambino\xe3\x81\xae\xe6\xad\x8c\xe3\x81\x8c\xe5\xa5\xbd\xe3\x81\x8d\xf0\x9f\x92\x95\xe3\x80\x80\nhttps://t.co/PLyv3rVKTL'
"""RT @_WorldStarNow: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/dPb\xe2\x80\xa6"""
"""RT @NUDEHAIKUS: This thread is valid. That's why whenever I discover someone new / an artist I gain interest in, I take time listen\xe2\x80\xa6 """
'Sa\xc3\xadram duas m\xc3\xbasicas do novo do Childish Gambino e t\xc3\xa1 uma coisa linda meio funk/blues/spirituals. T\xc3\xb4 ansios\xc3\xa3o.'
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nPre-order Now and get ""Me and Your Mama"" instantly\nhttps://t.co/4zZZ6i0hvn'"
'Just waiting for this Childish Gambino album to drop.'
'Ok Childish Gambino \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbe'
"'Man... \n\n""RedBone"" ... \n\nMr. Glover ... Mr. Gambino ..\n\nMy God ...'"
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
"'RT @donaldglover: \xe2\x80\x9c\xe2\x80\xa6Awaken, My Love!\xe2\x80\x9d https://t.co/pyDUuSPb5f'"
'emphasis on gambino lmao https://t.co/xylLvzgYRx'
'RT @WTFFacts: Donald Glover (Childish Gambino) created the mannequin challenge two years ago.'
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
'Redbone by Childish Gambino  https://t.co/U0lmBR9vFL'
'RT @maxcdesign: CHILDISH GAMBINO JUST DROPPED ANOTHER SONG CALLED REDBONE AND ITS GENUINELY MY FAVOURITE SONG TO EXIST AS OF NOW https://t.\xe2\x80\xa6'
'RT @iDailyRapFacts: 16 days until Childish Gambino releases his new album https://t.co/8ZsjcL9LJV'
"'Childish Gambino channels vintage soul and funk influences on ""Redbone"" https://t.co/h7q1XI0b5x https://t.co/1AnPrjW5bT'"
'It scares me how much you look like Childish Gambino @markosanees'
'Childish Gambino Channels Love and Wokeness On Slow Jam\xc2\xa0\xe2\x80\x9cRedbone\xe2\x80\x9d https://t.co/gXjQQgSLIP'
'RT @R3troSp3ctro: Bruh Donald Glover had the best #MannequinChallenge no questions \xf0\x9f\x92\x80\xf0\x9f\x98\x82 https://t.co/9vDmRL8k1H'
'RT @ChristianLeave: CHILDISH GAMBINO KEEPS COMING OUT WITH THE BEST MUSIC!!! SO STOKED FOR THE NEW ALBUM FOREALZ'
'#NowPlaying Redbone by Childish Gambino \xe2\x99\xab https://t.co/cZWeX0z6w1'
"""RT @Genius: the sample on childish gambino's new single has also been flipped by swv and chingy \nhttps://t.co/wUUfd32BMF https://t.co/yLUX2\xe2\x80\xa6"""
"""Gambino only has two songs out and it's already the best album of 2016"""
'childish gambino is sosososo talented i love his music'
'RT @alcadjan: UGH CHILDISH GAMBINO IS THE BEST ARTIST HE IS SO TALENTED AND VERSATILE AND JUST AGH'
"'RT @donaldglover: \xe2\x80\x9c\xe2\x80\xa6Awaken, My Love!\xe2\x80\x9d https://t.co/pyDUuSPb5f'"
'childish gambino is my love\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbb'
'I added a video to a @YouTube playlist https://t.co/osLvVrD3ML Childish Gambino - Redbone (Official Audio)'
'RT @iDailyRapFacts: 15 days until Childish Gambino releases his new album https://t.co/lTud5Zj6YD'
"'RT @jaebenzo_: Donald Glover is hands down one of the greatest people ever, this man makes music/produces, acts, &amp; does comedy.'"
'RT @R3troSp3ctro: Bruh Donald Glover had the best #MannequinChallenge no questions \xf0\x9f\x92\x80\xf0\x9f\x98\x82 https://t.co/9vDmRL8k1H'
'Heartbeat - Childish Gambino'
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
"""RT @NathanZed: me: im gonna wait till gambino's full album drops to hear these new tracks so they'll be fresh and-\nme: listen to t\xe2\x80\xa6 """
"'RT @HipHopHeads: 14 days until @donaldglover releases his new ""Awaken My Love!"" album https://t.co/GNZGPLr0i1'"
'This is singing soulful Gambino lol https://t.co/dhDGso5Q9H'
'@BleacherReport he looks like gambino'
'This is everything. https://t.co/8ujntUpMp7'
"""RT @DanNerdCubed: There's new sound. Then there's a Gambino album."""
'childish gambino // redbone \xf0\x9f\x91\x85'
'RT @mackenziejacobi: How could u not like childish gambino?\xc2\xbf'
'\xf0\x9f\x98\x82 https://t.co/E5ArQabq9U'
'Donald Glover has some serious work under his name.'
'RT @maxcdesign: CHILDISH GAMBINO JUST DROPPED ANOTHER SONG CALLED REDBONE AND ITS GENUINELY MY FAVOURITE SONG TO EXIST AS OF NOW https://t.\xe2\x80\xa6'
"'RT @yung_arthritis: I really need to find a new soulmate before this album drops, if i listen to it alone ill be in existential crisis\xe2\x80\xa6 '"
'RT @ChristianLeave: CHILDISH GAMBINO KEEPS COMING OUT WITH THE BEST MUSIC!!! SO STOKED FOR THE NEW ALBUM FOREALZ'
'Retweeted TRU GAMBINO (@ReggTerrellShit):\n\nThat Girl is A Real Crowd Pleaser'
'RT @lilslappers: CHILDISH GAMBINO- ME AND YOUR MAMA https://t.co/uItroq3Wdt'
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nPre-order Now and get ""Me and Your Mama"" instantly\nhttps://t.co/4zZZ6i0hvn'"
'@TwoTooCold childish gambino- redbone'
'Donald Glover Talks New Childish Gambino Album &amp; Funkadelic Influence https://t.co/XFfV4FhqcC'
'RT @CulpritEnter: Childish Gambino- So Into You'
"""RT @ThirtySecComedy: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/k\xe2\x80\xa6"""
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nStream the first single ""Me and Your Mama"" now\nhttps://t.co/NvPWrXVkWI'"
'RT @MayaAMonroe: Childish gambino'
'RT @ilooklikelilbil: how the hell childish gambino really bout have the best album of 2016 this year really bouta be the apocalypse'
'such a beautiful part..gonna learn this on my Tele \xf0\x9f\x98\x8d https://t.co/aityRT4SyU'
'#NowPlaying Redbone by Childish Gambino \xe2\x99\xab https://t.co/L5tr28rkR3'
'this new Gambino music is for the soul'
"""Childish Gambino shares incredible first taste of new LP, '...Awake, My Love!' | REVOLT - The #1 Name In Music https://t.co/hxBjxYQgRI"""
'RT @R3troSp3ctro: Bruh Donald Glover had the best #MannequinChallenge no questions \xf0\x9f\x92\x80\xf0\x9f\x98\x82 https://t.co/9vDmRL8k1H'
'RT @LilGlolita: this new Gambino album is about to be so fucking amazing'
'IV. Sweatpants - Childish Gambino | #HipHopRap |752461615 https://t.co/Fuy5oEfBNY'
"""even tho there are a couple of childish gambino tracks ifw heavily he's never been my cup of tea musically but that redbone track banginnnnn"""
"""Not a very popular opinion but I still just can't get myself to like the types of songs like gambino has Awaken My Love, how much did he"""
'New Childish Gambino is #weeeeird'
'The new Childish Gambino is magic like wtf..........'
"'RT @donaldglover: New album ""Awaken, My Love!""\nOut December 2nd\nStream the first single ""Me and Your Mama"" now\nhttps://t.co/NvPWrXVkWI'"
"'RT @ChrisThomas266: ... and if this entire Gambino album sounds this soulful, you can catch me burning sage in an apartment near you in Dec\xe2\x80\xa6'"
"""I've been playing redbone x gambino all day. it's too dope."""
'Childish Gambino- Me and Your Mama \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d'
"'Wouldn\'t mind being in a coma if I could listen to ""Awaken, My Love!"", BTI and more. I love and respect @donaldglover and his work so much.'"
'RT @EpicPostTV: 15 days until Childish Gambino releases his new album\n\n https://t.co/XRy5NjZUjr'
'RT @maxcdesign: CHILDISH GAMBINO JUST DROPPED ANOTHER SONG CALLED REDBONE AND ITS GENUINELY MY FAVOURITE SONG TO EXIST AS OF NOW https://t.\xe2\x80\xa6'
'RT @heywangs: childish gambino is sosososo talented i love his music'
"""RT @BestOfWorldstar: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/z\xe2\x80\xa6"""
"""Hot Off 'Atlanta,' Donald Glover Prepares for 'Star Wars' &amp; Childish Gambino's Funkadelic-Inspired Return https://t.co/DBq0QTBQnh @billboard"""
'@miaounihiliste *!!!!!! https://t.co/nvWuuHyUnS'
"'RT @Bravo_flatt: You\'re not ""rare"" or ""hard to understand"" you\'re just a kid who watches anime and listens to childish gambino'"
'RT @Iyricart: Childish Gambino // Me and Your Mama https://t.co/kWjGPz8Xrh'
'Childish Gambino - Redbone (Official Audio) https://t.co/o6oxyFkYkr via @YouTube'
'RT @_ilikeced: Bruno and Gambino are making me love music again.'
'Redbone-Childish Gambino'
'Childish Gambino - Redbone'
"'Redbone [Explicit]: Redbone [Explicit] Childish Gambino | Format: MP3 Music From the Album: ""Awaken, My Love!""\xe2\x80\xa6 https://t.co/zBJjCkpDdA'"
"'NP: Childish Gambino x ""Redbone""'"
'I need this new Gambino now'
'I added a video to a @YouTube playlist https://t.co/FvDPpHdlfk Childish Gambino - Redbone (Official Audio)'
'RT @maxcdesign: CHILDISH GAMBINO JUST DROPPED ANOTHER SONG CALLED REDBONE AND ITS GENUINELY MY FAVOURITE SONG TO EXIST AS OF NOW https://t.\xe2\x80\xa6'
'RT @heywangs: childish gambino is sosososo talented i love his music'
"'RT @ArtistManifesto: Childish Gambino channels vintage soul and funk influences on ""Redbone"" https://t.co/h7q1XI0b5x https://t.co/1AnPrjW5bT'"
'NP: Childish Gambino x Redbone'
"'@JAMESYNYC the difference is Gambino has already made music like this, Yeezus was completely different for Ye'"
'I added a video to a @YouTube playlist https://t.co/Q0R8GKTS6K Childish Gambino - 3005'
'Childish Gambino so cold \xf0\x9f\x98\xad\xf0\x9f\x92\x98'
"'Everyone go listen to ""Red bone"" by Childish Gambino. Another master piece.'"
'RT @WORIDSTARHIPH0P: 15 days until Childish Gambino releases his new album https://t.co/D9gt4Tnk2N'
'We the verdict gladly accept Shia LaBeouf &amp; Childish Gambino for Lil Wayne &amp; Kanye.. Might can even toss in B.O.B for your inconvenience!'
'@Parmindrrr @lucy_nicole97 i dont need him anymore now gambino is back\xf0\x9f\x92\x81\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
"""RT @ThirtySecComedy: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/k\xe2\x80\xa6"""
"""RT @BIackPplTweets: Y'all remember in 2013 when Childish Gambino freestyled, held a convo, and then continued to freestyle? https://t.co/2x\xe2\x80\xa6"""
'RT @palomaxcordova: listening to gambino at school trying not to have an out of body experience'
'RT @thefader: .@donaldglover says the new Childish Gambino album was heavily inspired by Funkadelic.\nhttps://t.co/QmzVnAJale https://t.co/r\xe2\x80\xa6'
'RT @CPerry404: That new Gambino song... https://t.co/pA8FeqBrgH'
'RT @R3troSp3ctro: Bruh Donald Glover had the best #MannequinChallenge no questions \xf0\x9f\x92\x80\xf0\x9f\x98\x82 https://t.co/9vDmRL8k1H'
'Listen to Redbone by Childish Gambino #np on #SoundCloud https://t.co/MEWAGgXPwZ'
"""RT @radronline: This song is from Awaken, My love, an album that's coming out December 2nd. \nThis song is infused with smooth transitions t\xe2\x80\xa6"""
"""the pitched-down version of gambino's new single is still \xf0\x9f\x94\xa5 af\nhttps://t.co/g2qJz0yuzQ https://t.co/u8QqYb4GIs"""
'Donald Glover i \xe2\x99\xa5 u\nhttps://t.co/6ai8bTBxjA'
'Redbone // Childish Gambino'
